,altitude_mean_meters,Aroma,Flavor,Aftertaste,Acidity,Body,Variety,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Moisture,Country.of.Origin,Category.One.Defects,Category.Two.Defects,Total.Cup.Points
803,1300.0,7.5,7.25,7.33,7.33,7.75,Catuai,7.5,10.0,10.0,10.0,7.33,0.1,Costa Rica,0,4,82.0
804,1400.0,7.33,7.33,7.33,7.5,7.5,Caturra,7.83,10.0,10.0,10.0,7.17,0.11,Honduras,0,5,82.0
805,1900.0,7.33,7.33,7.58,7.5,7.5,Caturra,7.58,10.0,10.0,10.0,7.17,0.11,Colombia,0,1,82.0
806,650.0,7.42,7.58,7.33,7.42,8.0,Typica,7.5,9.33,10.0,10.0,7.42,0.12,Taiwan,0,0,82.0
807,1038.5,7.33,7.67,7.42,7.17,7.33,Mundo Novo,7.42,10.0,10.0,10.0,7.67,0.11,Brazil,0,0,82.0
808,940.0,7.67,7.33,7.25,7.5,7.42,Typica,7.42,10.0,10.0,10.0,7.42,0.12,Mexico,0,1,82.0
809,1000.0,7.42,7.5,7.33,7.5,7.33,Mundo Novo,7.5,10.0,10.0,10.0,7.42,0.12,Brazil,0,1,82.0
810,1050.0,7.42,7.5,7.25,7.5,7.5,Catuai,7.42,10.0,10.0,10.0,7.42,0.11,Brazil,0,1,82.0
812,950.0,7.58,7.5,7.17,7.5,7.5,Mundo Novo,7.42,10.0,10.0,10.0,7.33,0.12,Brazil,0,2,82.0
813,1402.08,7.75,7.33,7.33,7.42,7.75,Bourbon,7.67,10.0,10.0,9.33,7.42,0.0,Guatemala,0,10,82.0
814,1775.0,7.33,7.0,7.08,7.42,7.5,Caturra,7.67,10.0,10.0,10.0,8.0,0.07,Colombia,0,2,82.0
815,1901.0,7.58,7.5,7.25,7.58,7.58,Bourbon,7.5,9.33,10.0,10.0,7.58,0.1,Guatemala,0,1,81.92
816,1219.2,7.5,7.5,7.25,7.42,7.42,Bourbon,7.42,10.0,10.0,10.0,7.42,0.11,Guatemala,0,0,81.92
817,1400.0,7.58,7.5,7.25,7.33,7.42,Caturra,7.5,10.0,10.0,10.0,7.33,0.12,Honduras,0,1,81.92
818,1020.0,7.42,7.33,7.33,7.5,7.5,Catuai,7.33,10.0,10.0,10.0,7.5,0.11,Brazil,0,4,81.92
819,1250.0,7.67,7.58,7.33,7.5,7.5,Bourbon,7.67,10.0,10.0,9.33,7.33,0.11,El Salvador,0,2,81.92
820,1550.0,7.58,7.58,7.17,7.83,7.17,Catuai,7.33,10.0,10.0,10.0,7.25,0.11,Guatemala,0,7,81.92
821,1877.0,7.33,7.33,7.33,7.42,7.5,Other,7.58,10.0,10.0,10.0,7.42,0.12,"Tanzania, United Republic Of",0,4,81.92
823,1250.0,7.67,7.08,7.42,7.33,7.75,SL28,7.42,10.0,10.0,10.0,7.25,0.0,Zambia,1,3,81.92
825,1000.0,7.5,7.5,7.42,7.25,7.5,Typica,7.5,10.0,10.0,10.0,7.25,0.11,Taiwan,0,0,81.92
826,1300.0,7.58,7.5,7.25,7.58,7.5,Bourbon,7.25,10.0,10.0,10.0,7.25,0.12,Mexico,0,6,81.92
827,981.0,7.5,7.5,7.25,7.25,7.5,Typica,7.5,10.0,10.0,10.0,7.42,0.13,Mexico,2,7,81.92
828,690.0,7.5,7.42,7.25,7.5,7.33,Mundo Novo,7.33,10.0,10.0,10.0,7.58,0.14,Mexico,2,8,81.92
829,1650.0,7.33,7.58,7.17,7.58,7.42,Other,7.33,10.0,10.0,10.0,7.5,0.12,Mexico,0,4,81.92
830,1000.0,7.67,7.42,7.33,7.83,7.5,Bourbon,7.5,9.33,10.0,10.0,7.33,0.12,Mexico,0,0,81.92
831,1100.0,7.42,7.58,7.25,7.5,7.33,Mundo Novo,7.5,10.0,10.0,10.0,7.33,0.12,Brazil,0,3,81.92
833,157.8864,7.42,7.5,7.25,7.5,7.33,Bourbon,7.42,10.0,10.0,10.0,7.42,0.1,Guatemala,1,1,81.83
834,1900.0,7.25,7.33,7.5,7.33,7.67,Catuai,7.42,10.0,10.0,10.0,7.33,0.0,Costa Rica,1,4,81.83
835,973.0,7.42,7.5,7.42,7.5,7.42,Mundo Novo,7.25,10.0,10.0,10.0,7.33,0.11,Brazil,0,3,81.83
836,1250.0,7.75,7.83,7.58,7.75,7.92,Other,7.83,10.0,10.0,10.0,5.17,0.11,Indonesia,0,0,81.83
838,1.0,7.17,7.58,6.83,7.5,7.75,Yellow Bourbon,7.25,10.0,10.0,10.0,7.75,0.0,Brazil,0,1,81.83
839,1.0,7.58,7.0,6.92,6.92,7.67,Yellow Bourbon,7.5,10.0,10.0,10.0,8.25,0.0,Brazil,0,0,81.83
841,1425.0,7.58,7.5,7.33,7.5,7.17,Catuai,7.33,10.0,10.0,10.0,7.42,0.11,Mexico,0,7,81.83
842,1400.0,7.5,7.5,7.33,7.5,7.42,Catuai,7.25,10.0,10.0,10.0,7.33,0.12,Honduras,0,1,81.83
843,1300.0,7.67,7.5,7.5,7.25,7.08,Caturra,7.42,10.0,10.0,10.0,7.42,0.09,Costa Rica,0,0,81.83
844,700.0,7.67,7.33,7.17,7.25,7.75,Typica,7.33,10.0,10.0,10.0,7.33,0.0,Taiwan,0,0,81.83
845,1300.0,7.42,7.42,7.42,7.33,7.42,Typica,7.42,10.0,10.0,10.0,7.42,0.11,Indonesia,2,6,81.83
846,1556.0,7.58,7.42,7.33,7.33,7.33,Gesha,7.42,10.0,10.0,10.0,7.42,0.13,Malawi,0,0,81.83
847,1100.0,7.33,7.58,7.25,7.17,7.83,Bourbon,7.33,10.0,10.0,10.0,7.33,0.11,Brazil,0,0,81.83
848,1350.0,7.5,7.5,7.33,7.33,7.33,Caturra,7.33,10.0,10.0,10.0,7.5,0.1,Honduras,0,4,81.83
849,1550.0,7.42,7.42,7.25,7.5,7.33,Typica,7.42,10.0,10.0,10.0,7.5,0.11,Mexico,0,0,81.83
850,1775.0,7.5,7.5,7.0,7.42,7.5,Caturra,7.58,10.0,10.0,10.0,7.33,0.0,Colombia,2,0,81.83
852,1250.0,7.75,7.75,7.5,7.42,7.83,Bourbon,7.75,9.33,9.33,9.33,7.83,0.12,Brazil,0,0,81.83
853,1310.64,7.83,7.67,7.33,7.33,7.67,Bourbon,7.83,9.33,10.0,9.33,7.5,0.11,Guatemala,0,1,81.83
854,1500.0,7.83,7.33,7.25,7.58,7.25,Bourbon,7.33,10.0,10.0,10.0,7.25,0.12,Mexico,0,2,81.83
855,1250.0,7.33,7.33,7.25,7.5,7.5,Typica,7.5,10.0,10.0,10.0,7.42,0.12,Mexico,0,10,81.83
856,925.0,7.33,7.67,7.25,7.5,7.5,Mundo Novo,7.25,10.0,10.0,10.0,7.33,0.02,Brazil,0,2,81.83
859,1700.0,7.5,7.5,7.25,7.42,7.42,Bourbon,7.33,10.0,10.0,10.0,7.33,0.11,Guatemala,0,1,81.75
860,1040.0,7.0,7.08,7.33,7.5,7.5,Caturra,7.33,10.0,10.0,10.0,8.0,0.12,Vietnam,0,0,81.75
861,1600.0,7.42,7.42,7.42,7.42,7.33,Other,7.33,10.0,10.0,10.0,7.42,0.12,"Tanzania, United Republic Of",0,4,81.75
863,774.0,7.5,7.5,7.33,7.42,7.25,Bourbon,7.25,10.0,10.0,10.0,7.5,0.13,Mexico,2,9,81.75
864,1250.0,7.42,7.5,7.17,7.67,7.33,Mundo Novo,7.42,10.0,10.0,10.0,7.25,0.13,Mexico,0,23,81.75
865,1100.0,7.42,7.5,7.33,7.58,7.33,Typica,7.33,10.0,10.0,10.0,7.25,0.11,Mexico,0,1,81.75
866,1550.0,7.33,7.42,7.33,7.67,7.42,Caturra,7.25,10.0,10.0,10.0,7.33,0.12,Mexico,10,14,81.75
867,1650.0,7.5,7.42,7.25,7.33,7.67,Typica,7.25,10.0,10.0,10.0,7.33,0.12,Mexico,0,1,81.75
868,1750.0,7.33,7.42,7.33,7.33,7.5,Caturra,7.67,10.0,10.0,10.0,7.17,0.0,Colombia,0,1,81.75
870,890.0,7.42,7.5,7.25,7.5,7.5,Bourbon,7.25,10.0,10.0,10.0,7.25,0.11,Brazil,0,5,81.67
871,1700.0,7.42,7.42,7.08,7.42,7.33,Bourbon,7.42,10.0,10.0,10.0,7.58,0.1,Guatemala,0,1,81.67
872,1219.2,7.42,7.33,7.17,7.67,7.33,Bourbon,7.42,10.0,10.0,10.0,7.33,0.12,Guatemala,0,3,81.67
873,1450.0,7.58,7.5,7.33,7.33,7.42,Catuai,7.25,10.0,10.0,10.0,7.25,0.11,Honduras,0,2,81.67
877,1.0,7.25,7.75,6.92,7.42,7.5,Yellow Bourbon,7.58,10.0,10.0,10.0,7.25,0.0,Brazil,0,0,81.67
878,1500.0,7.42,7.33,7.25,7.42,7.5,Other,7.42,10.0,10.0,10.0,7.33,0.12,"Tanzania, United Republic Of",0,0,81.67
879,1700.0,7.33,7.33,7.5,7.25,7.42,Other,7.33,10.0,10.0,10.0,7.5,0.12,"Tanzania, United Republic Of",0,7,81.67
880,1260.0,7.25,7.42,7.25,7.5,7.5,Bourbon,7.42,10.0,10.0,10.0,7.33,0.1,Brazil,0,2,81.67
882,1400.0,7.5,7.33,7.5,7.5,7.17,Caturra,7.17,10.0,10.0,10.0,7.5,0.1,Honduras,0,5,81.67
883,1850.0,7.5,7.17,7.17,7.17,7.5,Caturra,7.08,10.0,10.0,10.0,8.08,0.11,Costa Rica,0,3,81.67
885,150.0,7.5,7.5,7.5,7.25,7.42,Typica,7.25,10.0,10.0,10.0,7.25,0.11,Taiwan,0,0,81.67
886,750.0,7.58,7.42,7.33,7.42,7.33,Typica,7.33,10.0,10.0,10.0,7.25,0.11,Taiwan,0,0,81.67
887,1400.0,7.5,7.42,7.08,7.58,7.33,Typica,7.33,10.0,10.0,10.0,7.42,0.12,Mexico,0,6,81.67
888,1752.6,7.5,7.67,7.33,7.33,7.33,Bourbon,7.33,10.0,10.0,10.0,7.17,0.11,Guatemala,0,4,81.67
889,1650.0,7.25,7.67,7.58,7.67,7.67,Typica,7.58,8.67,10.0,10.0,7.58,0.13,Mexico,1,13,81.67
890,1400.0,7.67,7.25,7.17,7.75,7.5,Bourbon,7.25,10.0,10.0,10.0,7.08,0.11,Mexico,0,4,81.67
891,1200.0,7.5,7.42,7.33,7.42,7.42,Bourbon,7.42,10.0,10.0,10.0,7.17,0.11,Mexico,0,2,81.67
892,1400.0,7.58,7.42,7.25,7.58,7.25,Bourbon,7.17,10.0,10.0,10.0,7.42,0.11,Mexico,0,2,81.67
893,940.0,7.75,7.58,7.25,7.17,7.58,Caturra,7.33,9.33,10.0,10.0,7.67,0.11,Mexico,0,4,81.67
895,1200.0,7.5,7.42,7.08,7.42,7.5,Catimor,7.33,10.0,10.0,10.0,7.33,0.11,Honduras,0,3,81.58
897,800.0,7.42,7.42,7.25,7.67,7.33,Typica,7.25,10.0,10.0,10.0,7.25,0.1,Taiwan,0,0,81.58
898,13.0,7.58,7.42,7.5,7.17,7.08,Caturra,7.58,10.0,10.0,10.0,7.25,0.12,Costa Rica,0,1,81.58
899,1800.0,7.42,7.42,7.33,7.42,7.42,Other,7.33,10.0,10.0,10.0,7.25,0.12,"Tanzania, United Republic Of",0,5,81.58
900,1100.0,7.42,7.42,7.17,7.58,7.33,Gesha,7.33,10.0,10.0,10.0,7.33,0.13,Malawi,0,0,81.58
901,850.0,7.33,7.17,7.08,7.08,8.33,Typica,8.25,10.0,10.0,9.33,7.0,0.0,Taiwan,0,0,81.58
902,1260.0,7.42,7.42,7.33,7.33,7.5,Yellow Bourbon,7.25,10.0,10.0,10.0,7.33,0.12,Brazil,0,3,81.58
903,1310.64,7.42,7.33,7.17,7.58,7.42,Bourbon,7.5,10.0,10.0,10.0,7.17,0.12,Guatemala,0,1,81.58
904,1400.0,7.67,7.5,7.42,7.5,6.75,Typica,7.42,10.0,10.0,10.0,7.33,0.12,Mexico,0,9,81.58
905,1600.0,7.33,7.5,7.25,7.5,7.5,Marigojipe,7.17,10.0,10.0,10.0,7.33,0.11,Mexico,0,0,81.58
906,1650.0,7.67,7.58,7.42,7.58,7.58,Typica,7.42,10.0,10.0,8.67,7.67,0.11,Mexico,0,2,81.58
910,1219.2,7.67,7.58,7.17,7.42,7.33,Bourbon,7.42,9.33,10.0,10.0,7.58,0.1,Guatemala,0,0,81.5
911,1100.0,7.5,7.42,7.33,7.33,7.25,Caturra,7.33,10.0,10.0,10.0,7.33,0.11,Nicaragua,0,3,81.5
912,1400.0,7.5,7.5,7.33,7.42,7.17,Caturra,7.25,10.0,10.0,10.0,7.33,0.1,Honduras,0,5,81.5
914,180.0,7.5,7.42,7.33,7.08,7.58,Typica,7.25,10.0,10.0,10.0,7.33,0.12,Taiwan,0,2,81.5
915,1219.2,7.25,7.42,7.25,7.5,7.33,Catuai,7.33,10.0,10.0,10.0,7.42,0.0,Myanmar,0,4,81.5
916,1200.0,7.83,7.33,7.08,7.08,7.33,Caturra,7.5,10.0,10.0,10.0,7.33,0.12,Costa Rica,1,2,81.5
917,1599.0,7.67,7.42,6.92,7.5,7.5,Gesha,7.17,10.0,10.0,10.0,7.33,0.12,Malawi,0,0,81.5
918,1219.2,7.5,7.42,7.17,7.58,7.25,Other,7.42,10.0,10.0,10.0,7.17,0.12,Guatemala,0,0,81.5
919,900.0,7.42,7.33,7.67,7.33,7.42,Typica,7.5,10.0,10.0,9.33,7.5,0.11,Taiwan,0,0,81.5
920,1200.0,7.58,7.5,7.5,7.67,7.67,Yellow Bourbon,7.83,9.33,9.33,9.33,7.75,0.0,Brazil,1,1,81.5
921,825.0,7.42,7.33,7.25,7.42,7.42,Blue Mountain,7.33,10.0,10.0,10.0,7.33,0.11,Haiti,0,0,81.5
922,600.0,7.5,7.42,7.25,7.25,7.33,Typica,7.33,10.0,10.0,10.0,7.42,0.11,Taiwan,0,0,81.5
923,1150.0,7.33,7.33,7.17,7.42,7.5,Typica,7.5,10.0,10.0,10.0,7.25,0.13,Mexico,0,2,81.5
924,1600.0,7.58,7.42,7.25,7.42,7.33,Typica,7.33,10.0,10.0,10.0,7.17,0.12,Mexico,0,5,81.5
925,1100.0,7.42,7.25,7.17,7.42,7.17,Catuai,8.0,10.0,10.0,10.0,7.08,0.12,Mexico,0,10,81.5
926,1000.0,7.33,7.5,7.33,7.33,7.33,Typica,7.42,10.0,10.0,10.0,7.25,0.11,Mexico,0,6,81.5
927,1250.0,7.42,7.42,7.33,7.17,7.25,Bourbon,7.42,10.0,10.0,10.0,7.5,0.13,Mexico,0,5,81.5
928,1100.0,7.5,7.5,7.25,7.5,7.42,Typica,7.58,9.33,10.0,10.0,7.42,0.11,Mexico,0,3,81.5
929,1400.0,7.75,7.17,7.17,7.33,7.58,Other,7.33,10.0,10.0,10.0,7.17,0.12,Indonesia,0,0,81.5
930,125.0,7.5,7.42,7.17,7.42,7.5,Bourbon,7.33,10.0,10.0,10.0,7.17,0.12,Brazil,0,2,81.5
934,1100.0,7.58,7.33,7.08,7.33,7.5,Mundo Novo,7.33,10.0,10.0,10.0,7.25,0.12,Mexico,1,17,81.42
935,1371.6,7.42,7.33,7.08,7.58,7.33,Catuai,7.25,10.0,10.0,10.0,7.42,0.1,Guatemala,0,0,81.42
936,1100.0,7.33,7.5,7.5,7.33,6.83,Catuai,7.42,10.0,10.0,10.0,7.5,0.11,Brazil,0,2,81.42
937,1400.0,7.5,7.33,7.17,7.25,7.5,Catuai,7.42,10.0,10.0,10.0,7.25,0.12,Honduras,0,1,81.42
938,110.0,7.83,7.75,7.42,7.17,7.08,Typica,7.08,10.0,10.0,10.0,7.08,0.12,Taiwan,0,0,81.42
939,1422.0,7.58,7.17,7.33,7.42,7.08,Gesha,7.42,10.0,10.0,10.0,7.42,0.12,Malawi,0,0,81.42
940,1100.0,7.25,7.5,7.42,7.17,7.33,Bourbon,7.33,10.0,10.0,10.0,7.42,0.0,Brazil,0,0,81.42
941,1550.0,7.42,7.5,7.17,7.42,7.42,Bourbon,7.42,10.0,10.0,10.0,7.08,0.1,Guatemala,0,6,81.42
942,1550.0,7.67,7.33,7.25,7.17,7.25,Typica,7.42,10.0,10.0,10.0,7.33,0.0,Mexico,1,1,81.42
944,1310.64,7.42,7.33,7.25,7.42,7.42,Bourbon,7.5,10.0,10.0,10.0,7.08,0.12,Guatemala,0,4,81.42
945,763.0,7.42,7.33,7.25,7.17,7.25,Caturra,7.42,10.0,10.0,10.0,7.58,0.13,Mexico,1,8,81.42
946,1100.0,7.42,7.42,7.25,7.25,7.5,Typica,7.33,10.0,10.0,10.0,7.25,0.13,Mexico,0,1,81.42
947,1750.0,7.5,7.42,7.25,7.17,7.17,Caturra,7.75,10.0,10.0,10.0,7.17,0.11,Colombia,0,0,81.42
951,1500.0,7.5,7.5,7.0,7.17,7.5,Caturra,7.33,10.0,10.0,10.0,7.33,0.11,Honduras,0,3,81.33
953,1100.0,7.25,7.33,7.33,7.33,7.33,Catuai,7.42,10.0,10.0,10.0,7.33,0.11,Brazil,0,14,81.33
954,1350.0,7.58,7.42,7.17,7.42,7.17,Catuai,7.17,10.0,10.0,10.0,7.42,0.09,Honduras,0,4,81.33
955,1200.0,7.17,7.33,7.42,7.25,7.42,Yellow Bourbon,7.33,10.0,10.0,10.0,7.42,0.12,Brazil,0,6,81.33
956,1400.0,7.08,7.33,7.42,7.33,7.33,Other,7.5,10.0,10.0,10.0,7.33,0.14,Philippines,0,3,81.33
957,1200.0,7.75,7.33,7.08,7.33,7.33,Gesha,7.25,10.0,10.0,10.0,7.25,0.13,Malawi,0,1,81.33
958,1450.0,7.33,7.33,7.17,7.33,7.5,Catuai,7.33,10.0,10.0,10.0,7.33,0.12,Honduras,0,3,81.33
959,1800.0,7.58,7.42,7.25,7.33,7.25,Typica,7.25,10.0,10.0,10.0,7.25,0.13,Mexico,4,13,81.33
960,1000.0,7.33,7.25,7.17,7.42,7.58,Typica,7.33,10.0,10.0,10.0,7.25,0.12,Mexico,0,4,81.33
961,1100.0,7.5,7.58,7.5,7.5,7.75,Catuai,7.83,9.33,9.33,9.33,7.58,0.11,Brazil,0,0,81.33
962,680.0,7.83,7.75,7.67,7.83,7.83,Typica,7.75,9.33,10.0,10.0,5.25,0.12,Taiwan,0,0,81.25
963,1.0,7.17,7.42,7.17,7.08,6.92,Yellow Bourbon,8.17,10.0,10.0,10.0,7.33,0.0,Brazil,0,1,81.25
964,1100.0,7.08,7.5,7.33,7.17,7.42,Catuai,7.25,10.0,10.0,10.0,7.5,0.1,Nicaragua,0,4,81.25
965,1400.0,7.42,7.17,7.17,7.5,7.33,Catuai,7.25,10.0,10.0,10.0,7.42,0.12,Honduras,0,1,81.25
966,1700.0,7.33,7.42,7.17,7.25,7.42,Pacamara,7.33,10.0,10.0,10.0,7.33,0.09,Guatemala,0,2,81.25
967,1700.0,7.33,7.17,7.17,7.5,7.25,Other,7.42,10.0,10.0,10.0,7.42,0.13,"Tanzania, United Republic Of",0,5,81.25
968,650.0,7.5,7.5,7.25,7.25,7.25,Typica,7.25,10.0,10.0,10.0,7.25,0.11,Taiwan,0,0,81.25
969,1524.0,7.5,7.33,7.5,7.58,7.0,Caturra,7.25,10.0,10.0,10.0,7.08,0.11,Guatemala,0,4,81.25
970,1500.0,7.42,7.42,7.33,7.33,7.5,Typica,7.42,9.33,10.0,10.0,7.5,0.12,Mexico,0,1,81.25
972,1050.0,7.67,7.17,7.17,7.33,7.5,Bourbon,7.17,10.0,10.0,10.0,7.17,0.12,"Tanzania, United Republic Of",0,2,81.17
973,1200.0,7.75,7.58,7.08,7.25,7.08,Caturra,7.25,10.0,10.0,10.0,7.17,0.12,Mexico,0,10,81.17
974,1300.0,7.5,7.5,7.33,7.17,7.08,Caturra,7.17,10.0,10.0,10.0,7.42,0.11,Costa Rica,0,0,81.17
975,1450.0,7.42,7.33,7.0,7.42,7.33,Catuai,7.33,10.0,10.0,10.0,7.33,0.13,Honduras,0,1,81.17
976,1450.0,6.83,7.42,7.42,7.17,7.5,Caturra,7.42,10.0,10.0,10.0,7.42,0.12,Thailand,0,0,81.17
977,1200.0,7.25,7.25,7.25,7.08,7.58,Typica,7.5,10.0,10.0,10.0,7.25,0.0,Philippines,0,4,81.17
978,1550.0,7.58,7.17,7.17,7.33,7.33,Bourbon,7.25,10.0,10.0,10.0,7.33,0.12,"Tanzania, United Republic Of",0,2,81.17
979,995.0,7.58,7.25,7.33,7.08,7.33,Caturra,7.33,10.0,10.0,10.0,7.25,0.12,Malawi,0,12,81.17
980,1300.0,7.33,7.08,7.33,7.25,7.33,Catuai,7.58,10.0,10.0,10.0,7.25,0.11,Costa Rica,0,3,81.17
982,1800.0,7.42,7.25,7.08,7.75,7.42,Typica,7.17,10.0,10.0,10.0,7.08,0.13,Mexico,3,7,81.17
983,1450.0,7.42,7.25,7.33,7.25,7.25,Caturra,7.42,10.0,10.0,10.0,7.25,0.12,Guatemala,0,4,81.17
984,1000.0,7.42,7.33,7.25,7.42,7.5,Mundo Novo,7.17,10.0,10.0,10.0,7.08,0.12,Brazil,0,1,81.17
987,695.0,7.58,7.42,7.5,7.25,7.75,Mundo Novo,7.58,9.33,10.0,9.33,7.33,0.11,Brazil,5,8,81.08
988,1100.0,7.33,7.33,7.33,7.42,7.33,Other,7.33,10.0,10.0,10.0,7.0,0.11,Nicaragua,0,1,81.08
989,1706.88,7.42,7.17,7.33,7.42,7.25,Pache Comun,7.33,10.0,10.0,10.0,7.17,0.0,United States,0,0,81.08
990,1456.0,7.42,7.33,7.33,7.25,7.25,Other,7.33,10.0,10.0,10.0,7.17,0.13,"Tanzania, United Republic Of",0,2,81.08
991,1500.0,7.42,7.25,7.17,7.25,7.25,Caturra,7.58,10.0,10.0,10.0,7.17,0.13,Costa Rica,0,0,81.08
992,853.44,7.67,7.75,7.67,7.58,7.58,Other,7.67,6.67,10.0,10.0,8.5,0.0,United States (Puerto Rico),0,0,81.08
993,1650.0,7.25,7.42,7.33,7.33,7.17,Typica,7.33,10.0,10.0,10.0,7.25,0.13,Mexico,5,16,81.08
994,1300.0,7.33,7.25,7.33,7.42,7.25,Typica,7.42,10.0,10.0,10.0,7.08,0.12,Mexico,0,2,81.08
995,1642.0,7.33,7.33,7.25,7.42,7.25,Typica,7.25,10.0,10.0,10.0,7.25,0.11,Mexico,0,5,81.08
996,1200.0,7.42,7.33,7.25,7.42,7.17,Typica,7.25,10.0,10.0,10.0,7.25,0.1,Mexico,0,1,81.08
999,1450.0,7.42,7.08,7.08,7.33,7.25,Bourbon,7.58,10.0,10.0,10.0,7.25,0.0,El Salvador,0,6,81.0
1002,1600.0,7.67,7.5,7.42,5.25,7.67,Caturra,7.75,10.0,10.0,10.0,7.75,0.0,Colombia,0,4,81.0
1003,1219.2,7.5,7.25,7.0,7.25,7.5,Bourbon,7.25,10.0,10.0,10.0,7.25,0.11,Guatemala,0,1,81.0
1004,758.0,7.25,7.17,7.17,7.25,7.5,Typica,7.33,10.0,10.0,10.0,7.33,0.12,Taiwan,0,0,81.0
1005,1350.0,7.42,7.25,7.25,7.33,7.25,Caturra,7.17,10.0,10.0,10.0,7.33,0.12,Honduras,0,1,81.0
1007,1525.0,7.33,7.33,7.08,7.42,7.17,Other,7.33,10.0,10.0,10.0,7.33,0.12,"Tanzania, United Republic Of",0,5,81.0
1008,1700.0,7.33,6.92,7.17,7.33,7.42,SL14,7.42,10.0,10.0,10.0,7.42,0.12,Uganda,0,3,81.0
1009,1100.0,7.5,6.92,7.33,7.33,7.33,Typica,7.33,10.0,10.0,10.0,7.25,0.11,Taiwan,0,0,81.0
1011,950.0,7.08,7.33,7.33,7.33,7.42,Other,7.25,10.0,10.0,10.0,7.25,0.12,Mexico,0,12,81.0
1012,1100.0,7.58,7.67,7.5,7.67,7.58,Typica,7.5,8.0,10.0,10.0,7.5,0.0,Mexico,0,8,81.0
1013,200.0,7.33,7.17,7.25,7.33,7.33,Other,7.25,10.0,10.0,10.0,7.25,0.0,Taiwan,0,0,80.92
1014,1901.0,7.67,7.67,7.33,7.58,7.67,Bourbon,7.5,9.33,9.33,9.33,7.5,0.1,Guatemala,0,2,80.92
1015,1600.0,7.17,7.58,7.5,7.5,8.0,SL28,7.75,10.0,10.0,10.0,5.42,0.11,Kenya,0,3,80.92
1016,1100.0,7.5,7.33,7.17,7.42,7.5,Bourbon,7.33,9.33,10.0,10.0,7.33,0.11,Mexico,0,11,80.92
1017,1066.8,7.17,7.42,7.0,7.58,7.33,Other,7.0,10.0,10.0,10.0,7.42,0.0,Myanmar,0,5,80.92
1019,1700.0,7.33,7.17,7.17,7.25,7.42,Other,7.33,10.0,10.0,10.0,7.25,0.12,"Tanzania, United Republic Of",0,0,80.92
1020,1200.0,7.25,7.33,7.25,7.25,7.25,Yellow Bourbon,7.33,10.0,10.0,10.0,7.25,0.12,Brazil,0,8,80.92
1021,550.0,7.92,7.67,7.33,7.08,7.08,Typica,7.08,10.0,10.0,10.0,6.75,0.09,Taiwan,0,0,80.92
1022,1100.0,7.17,7.42,7.17,7.25,7.25,Bourbon,7.33,10.0,10.0,10.0,7.33,0.1,Brazil,0,0,80.92
1023,1050.0,7.33,7.08,7.25,7.0,7.5,Caturra,7.42,10.0,10.0,10.0,7.33,0.1,Nicaragua,1,3,80.92
1024,1524.0,7.58,7.42,6.92,7.5,7.25,Pacas,7.17,10.0,10.0,10.0,7.08,0.12,Guatemala,2,5,80.92
1025,900.0,7.42,7.25,7.25,7.25,7.25,Typica,7.25,10.0,10.0,10.0,7.25,0.11,Taiwan,0,0,80.92
1026,688.0,7.25,7.17,7.08,7.08,7.08,Typica,8.08,10.0,10.0,10.0,7.17,0.11,Taiwan,0,0,80.92
1027,300.0,7.42,7.25,7.25,7.25,7.25,Typica,7.25,10.0,10.0,10.0,7.25,0.11,Taiwan,0,0,80.92
1028,1186.0,7.58,7.33,7.08,7.5,7.17,Typica,7.25,10.0,10.0,10.0,7.0,0.13,Mexico,0,12,80.92
1030,1300.0,7.42,7.33,7.17,7.17,7.17,Catimor,7.25,10.0,10.0,10.0,7.33,0.0,Laos,0,0,80.83
1031,1200.0,7.67,7.25,7.08,7.33,7.17,Caturra,7.25,10.0,10.0,10.0,7.08,0.11,Guatemala,0,1,80.83
1032,1210.0,7.17,7.08,7.25,7.42,7.25,Catuai,7.33,10.0,10.0,10.0,7.33,0.13,Mexico,0,7,80.83
1033,1100.0,7.33,7.25,7.33,7.33,7.25,Typica,7.17,10.0,10.0,10.0,7.17,0.11,Mexico,0,3,80.83
1034,100.0,7.5,7.17,7.33,7.25,7.17,Bourbon,7.17,10.0,10.0,10.0,7.25,0.13,Mexico,0,1,80.83
1039,1706.88,7.5,7.33,7.0,7.42,7.17,Caturra,7.17,10.0,10.0,10.0,7.17,0.12,Guatemala,0,1,80.75
1041,1450.0,7.5,7.33,7.0,7.42,7.25,Caturra,7.17,10.0,10.0,10.0,7.08,0.11,Honduras,0,2,80.75
1042,1680.0,7.25,7.33,7.17,7.33,7.33,Caturra,7.17,10.0,10.0,10.0,7.17,0.11,Panama,1,4,80.75
1043,1350.0,7.42,7.17,7.08,7.42,7.25,Catuai,7.25,10.0,10.0,10.0,7.17,0.09,Honduras,0,2,80.75
1044,1450.0,7.25,7.33,7.08,7.5,7.25,Catuai,7.33,10.0,10.0,10.0,7.0,0.13,Honduras,0,1,80.75
1045,1300.0,7.33,7.33,7.25,7.25,7.17,Caturra,7.17,10.0,10.0,10.0,7.25,0.11,Costa Rica,0,0,80.75
1046,1200.0,7.58,7.33,7.42,7.25,7.5,Typica,7.5,9.33,9.33,10.0,7.5,0.11,Mexico,0,2,80.75
1047,1000.0,7.42,7.0,7.42,7.25,7.08,Typica,7.33,10.0,10.0,10.0,7.25,0.12,Haiti,0,0,80.75
